playlist_name,playlist_id,position,added_at,track_id,all_artist_ids,track_name,track_popularity,track_explicit,duration_ms,track_number,preview_url,track_url,uri,all_artists,primary_artist_id,primary_artist_name,primary_artist_popularity,primary_artist_followers,primary_artist_genres,album_id,album_name,album_type,album_release_date,album_release_precision,album_release_year,album_total_tracks,album_label,album_url,album_image_url,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,key,mode,time_signature
My Playlist #3,3qProOaLpWeUzt5TuFsIFc,0,2025-10-29T21:32:45Z,3rUGC1vUpkDG9CZFHMur1t,45dkTj5sMRSjrmBSBeiHym,greedy,87,True,131872,1,,https://open.spotify.com/track/3rUGC1vUpkDG9CZFHMur1t,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,45dkTj5sMRSjrmBSBeiHym,Tate McRae,88,9236561,,3UOV8XvCwMKaATRNXrYCjN,greedy,single,2023-09-15,day,2023,1,RCA Records Label,https://open.spotify.com/album/3UOV8XvCwMKaATRNXrYCjN,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8,,,,,,,,,,,,
