Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,song_popularity_2025,image_url_song,followers,popularity_artist_2025,image_url_artist
2005,XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,85,2017,emo,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4,True,81,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2017,XXXTENTACION,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,82,2017,emo,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,True,78,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2018,XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,82,2017,emo,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,True,78,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2031,XXXTENTACION,Fuck Love (feat. Trippie Redd),7AQim7LbvFVZJE3O8TYgf2,80,2017,emo,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,True,82,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2032,XXXTENTACION,Look At Me!,7floNISpH8VF4z4459Qo18,80,2017,emo,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,True,76,https://i.scdn.co/image/ab67616d0000b27371af28545729f60b3eca66f7,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2084,XXXTENTACION,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,75,2017,emo,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,87561,4,True,72,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2112,XXXTENTACION,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,74,2017,emo,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,0.493,128.063,101851,4,True,67,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2113,XXXTENTACION,RIP Roach,658I1uDnmLSiltFCf98AWE,74,2017,emo,0.727,0.62,8,-6.443,1,0.306,0.398,0.0,0.0926,0.555,105.003,169979,4,True,67,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2141,XXXTENTACION,Carry On,2yZax79pOrYuyIFVW2cZY2,73,2017,emo,0.735,0.197,3,-13.378,0,0.537,0.768,0.000276,0.296,0.383,147.899,129720,4,True,68,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2273,XXXTENTACION,Depression & Obsession,2H3wWrnO758y0fPH7Ilerg,69,2017,emo,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,4,True,66,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2368,XXXTENTACION,Save Me,2UwbhMie1EAYuTZ0QXeMwl,67,2017,emo,0.731,0.204,9,-11.314,0,0.0369,0.307,0.0109,0.0989,0.191,142.141,163202,4,True,69,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2428,XXXTENTACION,King,1Wh5LO3TWAvaeDrwp4FZgo,66,2017,emo,0.421,0.154,0,-12.405,1,0.0319,0.102,0.00692,0.207,0.0949,99.886,112800,4,True,62,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2507,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,83,2018,emo,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4,True,81,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2520,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,81,2018,emo,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,True,82,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2521,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,81,2018,emo,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,True,79,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2561,XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,77,2018,emo,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4,False,73,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2580,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,76,2018,emo,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4,True,72,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2675,XXXTENTACION,NUMB,01TnVDiet1DFTsyWKUKovl,72,2018,emo,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4,False,75,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2702,XXXTENTACION,infinity (888) - feat. Joey Bada$$,7J2gyNghNTzl4EsLhXp01Q,71,2018,emo,0.562,0.579,10,-6.788,0,0.484,0.274,0.0,0.102,0.577,84.143,176591,4,True,68,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2703,XXXTENTACION,BAD!,22An65gG31JLf9n18qjdhZ,71,2018,emo,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4,False,72,https://i.scdn.co/image/ab67616d0000b273da9e59639a9759d8952890c6,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2794,XXXTENTACION,Floor 555,6r7ULK6c5CLVvImjTIztl1,69,2018,emo,0.695,0.686,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,105.219,93447,4,True,62,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
2844,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,68,2018,emo,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4,True,67,https://i.scdn.co/image/ab67616d0000b27397edb4fc7ac3510ca4bb021c,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
3148,XXXTENTACION,bad vibes forever,03eJ2DclFWXYU8GWgANdmZ,73,2019,emo,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4,True,71,https://i.scdn.co/image/ab67616d0000b273fa96fd3251629605bb59345d,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
3218,XXXTENTACION,Ex Bitch,40KuvsFD0zpUFuCcmt5Xm0,71,2019,emo,0.835,0.462,7,-6.227,1,0.155,0.513,0.0,0.0875,0.702,78.99,121672,4,True,67,https://i.scdn.co/image/ab67616d0000b273fa96fd3251629605bb59345d,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
3357,XXXTENTACION,ATTENTION!,0RjJSBBEolCDJ6wDiuVCmh,68,2019,emo,0.954,0.41,0,-7.725,1,0.157,0.608,1.76e-05,0.133,0.457,130.074,120055,4,True,63,https://i.scdn.co/image/ab67616d0000b273fa96fd3251629605bb59345d,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
3592,XXXTENTACION,Riot,4aOOExMBUyxKnEYb39SrTg,74,2020,emo,0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,78681,4,True,68,https://i.scdn.co/image/ab67616d0000b27309cbfc5027baa866af38c06f,51763693.0,83.0,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
